Pedal	Category	Type	Current Rating	Current Tag	New Rating	New Tag
=HYPERLINK("https://www.google.com/search?q=Pigtronix%20Quantum%20Time%20Modulator%20guitar%20pedal"; "Pigtronix Quantum Time Modulator")	modulation	Phaser	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Roland%20AP-7%20Jet%20Phaser%20guitar%20pedal"; "Roland AP-7 Jet Phaser")	modulation	Phaser	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Gemini%20Chorus%20guitar%20pedal"; "Source Audio Gemini Chorus")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Lunar%20Phaser%20guitar%20pedal"; "Source Audio Lunar Phaser")	modulation	Phaser	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Orbital%20Modulation%20guitar%20pedal"; "Source Audio Orbital Modulation")	modulation	Rotary	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Vertigo%20Tremolo%20guitar%20pedal"; "Source Audio Vertigo Tremolo")	modulation	Tremolo	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Deco%20Tape%20Saturation%20guitar%20pedal"; "Strymon Deco Tape Saturation")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Flint%20Tremolo%20%26%20Reverb%20guitar%20pedal"; "Strymon Flint Tremolo & Reverb")	modulation	Tremolo	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Lex%20Rotary%20guitar%20pedal"; "Strymon Lex Rotary")	modulation	Rotary	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Mobius%20guitar%20pedal"; "Strymon Mobius")	modulation	Multi	9	twister		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Ola%20dBucket%20Chorus%20guitar%20pedal"; "Strymon Ola dBucket Chorus")	modulation	Chorus	10	twister		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Afterglow%20Chorus%20guitar%20pedal"; "TC Electronic Afterglow Chorus")	modulation	Chorus	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Blood%20Moon%20Phaser%20guitar%20pedal"; "TC Electronic Blood Moon Phaser")	modulation	Phaser	6	swirly		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Corona%20Chorus%20guitar%20pedal"; "TC Electronic Corona Chorus")	modulation	Chorus	9	twister		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Corona%20Mini%20Chorus%20guitar%20pedal"; "TC Electronic Corona Mini Chorus")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Helix%20Phaser%20guitar%20pedal"; "TC Electronic Helix Phaser")	modulation	Phaser	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Pipeline%20Tap%20Tremolo%20guitar%20pedal"; "TC Electronic Pipeline Tap Tremolo")	modulation	Tremolo	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Shaker%20Vibrato%20guitar%20pedal"; "TC Electronic Shaker Vibrato")	modulation	Vibrato	7	spin cycle		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Vortex%20Flanger%20guitar%20pedal"; "TC Electronic Vortex Flanger")	modulation	Flanger	9	twister		
=HYPERLINK("https://www.google.com/search?q=Univox%20Uni-Vibe%20guitar%20pedal"; "Univox Uni-Vibe")	modulation	Vibrato	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Julia%20V2%20guitar%20pedal"; "Walrus Audio Julia V2")	modulation	Chorus	9	twister		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Julianna%20Stereo%20Chorus%2FVibrato%20guitar%20pedal"; "Walrus Audio Julianna Stereo Chorus/Vibrato")	modulation	Chorus	10	twister		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Lillian%20Multi-Stage%20Analog%20Phaser%20guitar%20pedal"; "Walrus Audio Lillian Multi-Stage Analog Phaser")	modulation	Phaser	10	twister		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Polychrome%20Analog%20Flanger%20guitar%20pedal"; "Walrus Audio Polychrome Analog Flanger")	modulation	Flanger	10	twister		
=HYPERLINK("https://www.google.com/search?q=Way%20Huge%20Blue%20Hippo%20guitar%20pedal"; "Way Huge Blue Hippo")	modulation	Chorus	8	spin cycle		
=HYPERLINK("https://www.google.com/search?q=Way%20Huge%20Ring%20Worm%20guitar%20pedal"; "Way Huge Ring Worm")	modulation	Phaser	9	twister		
=HYPERLINK("https://www.google.com/search?q=Boss%20OC-2%20Octave%20guitar%20pedal"; "Boss OC-2 Octave")	pitch	Octave	7	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20OC-3%20Super%20Octave%20guitar%20pedal"; "Boss OC-3 Super Octave")	pitch	Octave	6	harmonious		
=HYPERLINK("https://www.google.com/search?q=Boss%20OC-5%20Octave%20guitar%20pedal"; "Boss OC-5 Octave")	pitch	Octave	8	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20PS-3%20Pitch%20Shifter%2FDelay%20guitar%20pedal"; "Boss PS-3 Pitch Shifter/Delay")	pitch	Shifter	7	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20PS-3%20Pitch%20Shifter%2FDelay%20guitar%20pedal"; "Boss PS-3 Pitch Shifter/Delay")	pitch	Shifter	7	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20PS-5%20Super%20Shifter%20guitar%20pedal"; "Boss PS-5 Super Shifter")	pitch	Shifter	7	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20PS-6%20Harmonist%20guitar%20pedal"; "Boss PS-6 Harmonist")	pitch	Harmonizer	8	warped		
=HYPERLINK("https://www.google.com/search?q=Boss%20SY-1%20Synthesizer%20guitar%20pedal"; "Boss SY-1 Synthesizer")	pitch	Synth	9	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Boss%20SY-200%20guitar%20pedal"; "Boss SY-200")	pitch	Synth	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Chase%20Bliss%20MOOD%20guitar%20pedal"; "Chase Bliss MOOD")	pitch	Granular	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Drop%20guitar%20pedal"; "DigiTech Drop")	pitch	Shifter	8	warped		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Ricochet%20guitar%20pedal"; "DigiTech Ricochet")	pitch	Shifter	8	warped		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Whammy%205%20guitar%20pedal"; "DigiTech Whammy 5")	pitch	Shifter	9	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Whammy%20DT%20guitar%20pedal"; "DigiTech Whammy DT")	pitch	Shifter	9	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Whammy%20IV%20guitar%20pedal"; "DigiTech Whammy IV")	pitch	Whammy	8	warped		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Arpanoid%20guitar%20pedal"; "EarthQuaker Devices Arpanoid")	pitch	Arpeggiator	8	warped		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Organizer%20V2%20guitar%20pedal"; "EarthQuaker Devices Organizer V2")	pitch	Organ	8	warped		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Rainbow%20Machine%20guitar%20pedal"; "EarthQuaker Devices Rainbow Machine")	pitch	Harmonizer	8	warped		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Micro%20POG%20guitar%20pedal"; "Electro-Harmonix Micro POG")	pitch	Octave	7	warped		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Nano%20POG%20guitar%20pedal"; "Electro-Harmonix Nano POG")	pitch	Octave	6	harmonious		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Pitch%20Fork%20guitar%20pedal"; "Electro-Harmonix Pitch Fork")	pitch	Shifter	8	warped		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Pitch%20Fork%20guitar%20pedal"; "Electro-Harmonix Pitch Fork")	pitch	Shifter	8	warped		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Pitch%20Fork%2B%20guitar%20pedal"; "Electro-Harmonix Pitch Fork+")	pitch	Shifter	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20POG2%20guitar%20pedal"; "Electro-Harmonix POG2")	pitch	Octave	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Eventide%20MicroShift%20guitar%20pedal"; "Eventide MicroShift")	pitch	Detune	8	warped		
=HYPERLINK("https://www.google.com/search?q=Eventide%20PitchFactor%20guitar%20pedal"; "Eventide PitchFactor")	pitch	Harmonizer	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Gamechanger%20Audio%20Plasma%20Coil%20guitar%20pedal"; "Gamechanger Audio Plasma Coil")	pitch	Special	8	warped		
=HYPERLINK("https://www.google.com/search?q=Hologram%20Microcosm%20guitar%20pedal"; "Hologram Microcosm")	pitch	Granular	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Hotone%20Harmony%20guitar%20pedal"; "Hotone Harmony")	pitch	Harmonizer	5	harmonious		
=HYPERLINK("https://www.google.com/search?q=Joyo%20Ironman%20JF-319%20Green%20Legend%20guitar%20pedal"; "Joyo Ironman JF-319 Green Legend")	pitch	Octave	5	harmonious		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Synth-1%20guitar%20pedal"; "Keeley Synth-1")	pitch	Synth	8	warped		
=HYPERLINK("https://www.google.com/search?q=Meris%20Hedra%20guitar%20pedal"; "Meris Hedra")	pitch	Harmonizer	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Mooer%20Pitch%20Box%20guitar%20pedal"; "Mooer Pitch Box")	pitch	Harmonizer	6	harmonious		
=HYPERLINK("https://www.google.com/search?q=Mooer%20Tender%20Octaver%20Pro%20guitar%20pedal"; "Mooer Tender Octaver Pro")	pitch	Octave	6	harmonious		
=HYPERLINK("https://www.google.com/search?q=Morpheus%20Bomber%20guitar%20pedal"; "Morpheus Bomber")	pitch	Shifter	8	warped		
=HYPERLINK("https://www.google.com/search?q=MXR%20Bass%20Octave%20Deluxe%20guitar%20pedal"; "MXR Bass Octave Deluxe")	pitch	Octave	7	warped		
=HYPERLINK("https://www.google.com/search?q=Pigtronix%20Disnortion%20guitar%20pedal"; "Pigtronix Disnortion")	pitch	Octave	7	warped		
=HYPERLINK("https://www.google.com/search?q=Red%20Panda%20Tensor%20guitar%20pedal"; "Red Panda Tensor")	pitch	Shifter	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20C4%20Synth%20guitar%20pedal"; "Source Audio C4 Synth")	pitch	Synth	10	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Brainwaves%20guitar%20pedal"; "TC Electronic Brainwaves")	pitch	Harmonizer	9	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Luminary%20V2%20guitar%20pedal"; "Walrus Audio Luminary V2")	pitch	Octave	9	unrecognizable		
=HYPERLINK("https://www.google.com/search?q=Akai%20Analog%20Custom%20Shop%20Reverb%20guitar%20pedal"; "Akai Analog Custom Shop Reverb")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Alexander%20Sky%205000%20guitar%20pedal"; "Alexander Sky 5000")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Alexander%20Space%20Race%20guitar%20pedal"; "Alexander Space Race")	reverb	Hall	10	floating		
=HYPERLINK("https://www.google.com/search?q=Anasounds%20Element%20guitar%20pedal"; "Anasounds Element")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=Biyang%20RV-10%20guitar%20pedal"; "Biyang RV-10")	reverb	Room	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Blackstar%20LT%20Reverb%20guitar%20pedal"; "Blackstar LT Reverb")	reverb	Hall	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-2%20guitar%20pedal"; "Boss RV-2")	reverb	Room	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-200%20guitar%20pedal"; "Boss RV-200")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-3%20guitar%20pedal"; "Boss RV-3")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-5%20guitar%20pedal"; "Boss RV-5")	reverb	Hall	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-500%20guitar%20pedal"; "Boss RV-500")	reverb	Shimmer	9	floating		
=HYPERLINK("https://www.google.com/search?q=Boss%20RV-6%20guitar%20pedal"; "Boss RV-6")	reverb	Shimmer	10	floating		
=HYPERLINK("https://www.google.com/search?q=Caline%20Snakebite%20guitar%20pedal"; "Caline Snakebite")	reverb	Room	5	drippy		
=HYPERLINK("https://www.google.com/search?q=Caroline%20Guitar%20M%C3%A9t%C3%A9ore%20guitar%20pedal"; "Caroline Guitar Météore")	reverb	Lo-Fi	10	floating		
=HYPERLINK("https://www.google.com/search?q=Catalinbread%20Topanga%20guitar%20pedal"; "Catalinbread Topanga")	reverb	Spring	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Chase%20Bliss%20CXM%201978%20guitar%20pedal"; "Chase Bliss CXM 1978")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Cooper%20FX%20Outward%20V2%20guitar%20pedal"; "Cooper FX Outward V2")	reverb	Special	9	floating		
=HYPERLINK("https://www.google.com/search?q=Crazy%20Tube%20Circuits%20Splash%20Mk%20IV%20guitar%20pedal"; "Crazy Tube Circuits Splash Mk IV")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=Death%20By%20Audio%20Rooms%20guitar%20pedal"; "Death By Audio Rooms")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Hardwire%20RV-7%20guitar%20pedal"; "DigiTech Hardwire RV-7")	reverb	Room	9	floating		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Polara%20guitar%20pedal"; "DigiTech Polara")	reverb	Hall	9	floating		
=HYPERLINK("https://www.google.com/search?q=DigiTech%20Supernatural%20guitar%20pedal"; "DigiTech Supernatural")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Donner%20Verb%20Square%20guitar%20pedal"; "Donner Verb Square")	reverb	Hall	5	drippy		
=HYPERLINK("https://www.google.com/search?q=Dr.%20Scientist%20Reverberator%20guitar%20pedal"; "Dr. Scientist Reverberator")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Afterneath%20V3%20guitar%20pedal"; "EarthQuaker Devices Afterneath V3")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Dispatch%20Master%20V3%20guitar%20pedal"; "EarthQuaker Devices Dispatch Master V3")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Ghost%20Echo%20guitar%20pedal"; "EarthQuaker Devices Ghost Echo")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Cathedral%20guitar%20pedal"; "Electro-Harmonix Cathedral")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Cathedral%20Stereo%20Reverb%20guitar%20pedal"; "Electro-Harmonix Cathedral Stereo Reverb")	reverb	Hall	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Holy%20Grail%20Max%20guitar%20pedal"; "Electro-Harmonix Holy Grail Max")	reverb	Spring	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Holy%20Grail%20Nano%20guitar%20pedal"; "Electro-Harmonix Holy Grail Nano")	reverb	Spring	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Nano%20Holy%20Grail%20guitar%20pedal"; "Electro-Harmonix Nano Holy Grail")	reverb	Hall	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Oceans%2011%20guitar%20pedal"; "Electro-Harmonix Oceans 11")	reverb	Spring	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Oceans%2012%20guitar%20pedal"; "Electro-Harmonix Oceans 12")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20R1%20Reverb%20guitar%20pedal"; "Electro-Harmonix R1 Reverb")	reverb	Room	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Empress%20Reverb%20guitar%20pedal"; "Empress Reverb")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Eventide%20Blackhole%20guitar%20pedal"; "Eventide Blackhole")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Eventide%20Space%20guitar%20pedal"; "Eventide Space")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Fender%206G15%20Reverb%20Unit%20guitar%20pedal"; "Fender 6G15 Reverb Unit")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=Fender%20Marine%20Layer%20Reverb%20guitar%20pedal"; "Fender Marine Layer Reverb")	reverb	Hall	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Foxpedal%20Defector%20guitar%20pedal"; "Foxpedal Defector")	reverb	Room	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Free%20The%20Tone%20Ambi%20Space%20guitar%20pedal"; "Free The Tone Ambi Space")	reverb	Hall	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Gamechanger%20Audio%20Light%20Pedal%20guitar%20pedal"; "Gamechanger Audio Light Pedal")	reverb	Plate	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=GFI%20System%20Specular%20Tempus%20guitar%20pedal"; "GFI System Specular Tempus")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Hamstead%20Zenith%20guitar%20pedal"; "Hamstead Zenith")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Hotone%20Verb%20guitar%20pedal"; "Hotone Verb")	reverb	Hall	5	drippy		
=HYPERLINK("https://www.google.com/search?q=Hungry%20Robot%20Wardenclyffe%20guitar%20pedal"; "Hungry Robot Wardenclyffe")	reverb	Lo-Fi	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=J.%20Rockett%20Boing%20Spring%20Reverb%20guitar%20pedal"; "J. Rockett Boing Spring Reverb")	reverb	Spring	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=JHS%203%20Series%20Reverb%20guitar%20pedal"; "JHS 3 Series Reverb")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=JHS%20Spring%20Tank%20guitar%20pedal"; "JHS Spring Tank")	reverb	Spring	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Joyo%20Atmosphere%20guitar%20pedal"; "Joyo Atmosphere")	reverb	Hall	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Caverns%20V2%20guitar%20pedal"; "Keeley Caverns V2")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Omni%20Reverb%20guitar%20pedal"; "Keeley Omni Reverb")	reverb	Hall	10	floating		
=HYPERLINK("https://www.google.com/search?q=Keeley%20Realizer%20Reverberator%20guitar%20pedal"; "Keeley Realizer Reverberator")	reverb	Plate	10	floating		
=HYPERLINK("https://www.google.com/search?q=Line%206%20Verbzilla%20guitar%20pedal"; "Line 6 Verbzilla")	reverb	Hall	9	floating		
=HYPERLINK("https://www.google.com/search?q=Matthews%20Effects%20Cosmonaut%20V2%20guitar%20pedal"; "Matthews Effects Cosmonaut V2")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Meris%20Mercury7%20guitar%20pedal"; "Meris Mercury7")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Mooer%20Leveline%20guitar%20pedal"; "Mooer Leveline")	reverb	Hall	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Mooer%20R7%20Reverb%20guitar%20pedal"; "Mooer R7 Reverb")	reverb	Hall	9	floating		
=HYPERLINK("https://www.google.com/search?q=Mosky%20Spring%20Reverb%20guitar%20pedal"; "Mosky Spring Reverb")	reverb	Spring	5	drippy		
=HYPERLINK("https://www.google.com/search?q=Mr.%20Black%20Spring%20Eternal%20guitar%20pedal"; "Mr. Black Spring Eternal")	reverb	Spring	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=MXR%20M169%20Carbon%20Copy%20guitar%20pedal"; "MXR M169 Carbon Copy")	reverb	Room	6	drippy		
=HYPERLINK("https://www.google.com/search?q=MXR%20M300%20Reverb%20guitar%20pedal"; "MXR M300 Reverb")	reverb	Hall	10	floating		
=HYPERLINK("https://www.google.com/search?q=NativeAudio%20Ghost%20Ridge%20guitar%20pedal"; "NativeAudio Ghost Ridge")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Neunaber%20Immerse%20Mk%20II%20guitar%20pedal"; "Neunaber Immerse Mk II")	reverb	Shimmer	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Neunaber%20Wet%20Reverb%20guitar%20pedal"; "Neunaber Wet Reverb")	reverb	Shimmer	10	floating		
=HYPERLINK("https://www.google.com/search?q=NUX%20Atlantic%20guitar%20pedal"; "NUX Atlantic")	reverb	Room	9	floating		
=HYPERLINK("https://www.google.com/search?q=Old%20Blood%20Noise%20Dark%20Star%20V2%20guitar%20pedal"; "Old Blood Noise Dark Star V2")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Old%20Blood%20Noise%20Procession%20guitar%20pedal"; "Old Blood Noise Procession")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=One%20Control%20Purple%20Humper%20guitar%20pedal"; "One Control Purple Humper")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Pladask%20Elektrisk%20T%C3%A5ken%20guitar%20pedal"; "Pladask Elektrisk Tåken")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Red%20Panda%20Context%20V2%20guitar%20pedal"; "Red Panda Context V2")	reverb	Ambient	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20True%20Spring%20guitar%20pedal"; "Source Audio True Spring")	reverb	Spring	10	floating		
=HYPERLINK("https://www.google.com/search?q=Source%20Audio%20Ventris%20guitar%20pedal"; "Source Audio Ventris")	reverb	Hall	9	floating		
=HYPERLINK("https://www.google.com/search?q=Strymon%20BigSky%20guitar%20pedal"; "Strymon BigSky")	reverb	Shimmer	10	floating		
=HYPERLINK("https://www.google.com/search?q=Strymon%20blueSky%20guitar%20pedal"; "Strymon blueSky")	reverb	Plate	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Strymon%20Flint%20guitar%20pedal"; "Strymon Flint")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Strymon%20NightSky%20guitar%20pedal"; "Strymon NightSky")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Surfy%20Industries%20SurfyBear%20Compact%20guitar%20pedal"; "Surfy Industries SurfyBear Compact")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Drip%20Spring%20Reverb%20guitar%20pedal"; "TC Electronic Drip Spring Reverb")	reverb	Spring	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Hall%20of%20Fame%202%20guitar%20pedal"; "TC Electronic Hall of Fame 2")	reverb	Shimmer	10	floating		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Hall%20of%20Fame%20Mini%20guitar%20pedal"; "TC Electronic Hall of Fame Mini")	reverb	Hall	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=TC%20Electronic%20Skysurfer%20guitar%20pedal"; "TC Electronic Skysurfer")	reverb	Hall	5	drippy		
=HYPERLINK("https://www.google.com/search?q=Universal%20Audio%20Golden%20Reverberator%20guitar%20pedal"; "Universal Audio Golden Reverberator")	reverb	Plate	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Valeton%20Coral%20Verb%20guitar%20pedal"; "Valeton Coral Verb")	reverb	Hall	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Descent%20guitar%20pedal"; "Walrus Audio Descent")	reverb	Shimmer	8	dreamy		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Fathom%20guitar%20pedal"; "Walrus Audio Fathom")	reverb	Ambient	10	floating		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Sl%C3%B6%20guitar%20pedal"; "Walrus Audio Slö")	reverb	Ambient	9	floating		
=HYPERLINK("https://www.google.com/search?q=Walrus%20Audio%20Slotv%C3%A5%20guitar%20pedal"; "Walrus Audio Slotvå")	reverb	Ambient	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Wampler%20Reflection%20guitar%20pedal"; "Wampler Reflection")	reverb	Spring	9	floating		
=HYPERLINK("https://www.google.com/search?q=Xvive%20Golden%20Brownie%20guitar%20pedal"; "Xvive Golden Brownie")	reverb	Room	6	drippy		
=HYPERLINK("https://www.google.com/search?q=Zoom%20MS-70CDR%20guitar%20pedal"; "Zoom MS-70CDR")	reverb	Multi	7	dreamy		
=HYPERLINK("https://www.google.com/search?q=Boss%20SL-20%20Slicer%20guitar%20pedal"; "Boss SL-20 Slicer")	synth	Slicer	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Boss%20SY-1%20guitar%20pedal"; "Boss SY-1")	synth	Synth	9	sound design		
=HYPERLINK("https://www.google.com/search?q=Boss%20SY-200%20guitar%20pedal"; "Boss SY-200")	synth	Synth	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Caroline%20Guitar%20Somersault%20guitar%20pedal"; "Caroline Guitar Somersault")	synth	Lo-Fi	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Chase%20Bliss%20Blooper%20guitar%20pedal"; "Chase Bliss Blooper")	synth	Looper	10	sound design		
=HYPERLINK("https://www.google.com/search?q=Cooper%20FX%20Generation%20Loss%20MKII%20guitar%20pedal"; "Cooper FX Generation Loss MKII")	synth	Lo-Fi	10	sound design		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Bit%20Commander%20guitar%20pedal"; "EarthQuaker Devices Bit Commander")	synth	Synth	7	synth-like		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Data%20Corruptor%20guitar%20pedal"; "EarthQuaker Devices Data Corruptor")	synth	Synth	9	sound design		
=HYPERLINK("https://www.google.com/search?q=EarthQuaker%20Devices%20Rainbow%20Machine%20guitar%20pedal"; "EarthQuaker Devices Rainbow Machine")	synth	Special	8	sound design		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20B9%20Organ%20Machine%20guitar%20pedal"; "Electro-Harmonix B9 Organ Machine")	synth	Organ	7	synth-like		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20C9%20Organ%20Machine%20guitar%20pedal"; "Electro-Harmonix C9 Organ Machine")	synth	Organ	7	synth-like		
=HYPERLINK("https://www.google.com/search?q=Electro-Harmonix%20Freeze%20guitar%20pedal"; "Electro-Harmonix Freeze")	synth	Sustainer	7	synth-like		
